"Activity, Exercise or Sport (1 hour)",130 lb,155 lb,180 lb,205 lb,Calories per kg
"Cycling, <10 mph, leisure bicycling",235.75,281.42,326.79,372.09,0.78926674771822
"Cycling, <10 mph, leisure bicycling",236.0,281.79,326.36,371.07,1.74306359890624
"Cycling, <10 mph, leisure bicycling",235.21,280.99,326.97,372.63,0.24646488771854
"Cycling, <10 mph, leisure bicycling",235.39,280.41,327.21,372.2,0.00570024356003
"Cycling, <10 mph, leisure bicycling",236.94,281.44,326.26,372.21,1.2614760831458
"Cycling, <10 mph, leisure bicycling",236.21,280.42,326.87,371.3,1.07716663444955
"Cycling, <10 mph, leisure bicycling",236.46,281.32,327.0,372.47,1.39580065142189
"Cycling, <10 mph, leisure bicycling",236.13,281.54,326.84,371.44,0.82877613615965
"Cycling, <10 mph, leisure bicycling",235.73,281.85,327.87,371.68,0.13175354676704
"Cycling, <10 mph, leisure bicycling",236.74,281.27,327.21,372.99,1.79812481054934
"Cycling, <10 mph, leisure bicycling",236.53,280.75,327.72,371.05,1.26753783002067
"Cycling, <10 mph, leisure bicycling",236.69,281.5,326.25,372.79,0.62698106597068
"Cycling, <10 mph, leisure bicycling",236.32,280.15,327.22,372.0,-0.1309181794862
"Cycling, <10 mph, leisure bicycling",236.45,280.13,327.73,371.15,1.59571489061013
"Cycling, <10 mph, leisure bicycling",236.8,281.73,327.04,372.71,1.17639213169998
"Cycling, <10 mph, leisure bicycling",235.57,281.5,326.02,372.84,0.14221530491296
"Cycling, <10 mph, leisure bicycling",235.44,280.91,326.07,372.16,0.16235634505812
"Cycling, <10 mph, leisure bicycling",236.07,281.14,327.1,371.11,0.60403222345994
"Cycling, <10 mph, leisure bicycling",236.35,281.66,326.9,372.07,0.46277162828609
"Cycling, <10 mph, leisure bicycling",236.15,281.04,327.48,372.3,0.35118435969196
"Cycling, <10 mph, leisure bicycling",236.22,280.65,326.08,371.47,0.23408512857696
"Cycling, <10 mph, leisure bicycling",235.77,280.52,327.21,372.09,0.9903254631987
"Cycling, <10 mph, leisure bicycling",236.47,280.87,326.23,372.16,1.62583171001644
"Cycling, <10 mph, leisure bicycling",235.17,280.31,326.19,371.45,1.40670803151732
"Cycling, <10 mph, leisure bicycling",235.69,281.49,327.44,371.23,0.76906095078485
"Cycling, <10 mph, leisure bicycling",236.22,281.18,327.43,371.08,0.1449137279869
"Cycling, <10 mph, leisure bicycling",236.72,281.79,326.55,371.02,1.00454129730491
"Cycling, <10 mph, leisure bicycling",235.08,280.17,326.22,371.69,1.69779156237014
"Cycling, <10 mph, leisure bicycling",235.13,281.38,326.26,372.52,0.8539225986449
"Cycling, <10 mph, leisure bicycling",235.61,280.13,326.36,371.32,0.1849255629889
"Cycling, <10 mph, leisure bicycling",235.7,281.5,327.5,371.34,0.74497585509087
"Cycling, <10 mph, leisure bicycling",235.57,281.53,327.7,371.04,0.62807295598392
"Cycling, <10 mph, leisure bicycling",235.31,281.98,326.49,371.47,0.48221031124876
"Cycling, <10 mph, leisure bicycling",235.15,280.66,326.02,371.63,1.49333602933057
"Cycling, <10 mph, leisure bicycling",236.93,281.97,327.03,371.69,1.78845184272717
"Cycling, <10 mph, leisure bicycling",235.89,280.98,326.64,372.69,1.41739871812281
"Cycling, <10 mph, leisure bicycling",235.76,281.31,326.6,372.32,-0.09029419397864
"Cycling, <10 mph, leisure bicycling",235.79,281.32,326.56,371.17,0.87362885006442
"Cycling, <10 mph, leisure bicycling",235.14,280.27,327.76,371.88,-0.15959881679697
"Cycling, <10 mph, leisure bicycling",236.69,281.32,327.64,372.52,0.82207796733356
"Cycling, <10 mph, leisure bicycling",235.13,280.97,326.06,372.21,0.7744347615829
"Cycling, <10 mph, leisure bicycling",235.13,281.09,327.44,372.79,0.90214813996319
"Cycling, <10 mph, leisure bicycling",235.74,280.61,326.07,372.33,-0.02958923934611
"Cycling, <10 mph, leisure bicycling",235.39,281.0,326.47,371.03,1.52620796205996
"Cycling, <10 mph, leisure bicycling",235.96,280.54,326.37,371.87,-0.17525169511066
"Cycling, <10 mph, leisure bicycling",236.61,280.09,327.08,372.09,0.45369254308947
"Cycling, <10 mph, leisure bicycling",235.68,280.4,327.31,371.7,1.07630532678287
"Cycling, <10 mph, leisure bicycling",235.56,281.72,326.56,371.24,1.26971460520484
"Cycling, <10 mph, leisure bicycling",235.08,280.12,327.31,372.14,1.23183974225221
"Cycling, <10 mph, leisure bicycling",236.48,280.41,327.02,372.12,1.03536741474136
"Cycling, <10 mph, leisure bicycling",235.16,280.64,327.65,372.96,0.95065057960548
"Cycling, <10 mph, leisure bicycling",236.7,281.26,327.87,372.45,1.31019369621133
"Cycling, <10 mph, leisure bicycling",236.69,280.66,327.72,371.19,0.24270038559318
"Cycling, <10 mph, leisure bicycling",236.14,280.97,326.25,372.19,0.96045973289175
"Cycling, <10 mph, leisure bicycling",236.08,281.81,327.12,371.74,1.26836112877987
"Cycling, <10 mph, leisure bicycling",235.52,280.87,327.04,372.79,1.56568475918534
"Cycling, <10 mph, leisure bicycling",235.2,280.24,327.03,372.5,1.47835039137074
"Cycling, <10 mph, leisure bicycling",235.25,281.94,326.22,372.44,0.84986047227143
"Cycling, <10 mph, leisure bicycling",236.34,280.12,327.24,371.3,1.1867164862137
"Cycling, <10 mph, leisure bicycling",236.62,281.24,326.89,371.36,0.90415656582375
"Cycling, <10 mph, leisure bicycling",235.39,280.57,327.91,371.12,0.51071335768306
"Cycling, <10 mph, leisure bicycling",236.58,280.57,327.66,371.04,0.40426569624073
"Cycling, <10 mph, leisure bicycling",236.24,281.24,327.44,371.83,0.26342024786119
"Cycling, <10 mph, leisure bicycling",235.67,280.75,326.86,371.4,1.0621447295686
"Cycling, <10 mph, leisure bicycling",235.87,281.79,327.0,371.44,0.25198227893239
"Cycling, <10 mph, leisure bicycling",236.48,281.99,326.48,372.23,0.52688094075672
"Cycling, <10 mph, leisure bicycling",236.53,280.21,326.94,371.44,0.77461881056444
"Cycling, <10 mph, leisure bicycling",236.95,281.78,327.51,371.95,1.06621662851967
"Cycling, <10 mph, leisure bicycling",235.35,281.03,326.34,372.45,1.10357900105238
"Cycling, <10 mph, leisure bicycling",235.37,280.33,327.61,371.37,0.4824965129131
"Cycling, <10 mph, leisure bicycling",235.62,281.61,326.55,372.79,-0.03890073692051
"Cycling, <10 mph, leisure bicycling",235.35,280.38,326.08,372.62,1.55702475438296
"Cycling, <10 mph, leisure bicycling",235.05,281.28,326.32,372.4,0.84399720255797
"Cycling, <10 mph, leisure bicycling",235.29,281.66,326.7,372.94,1.67533181366488
"Cycling, <10 mph, leisure bicycling",236.78,280.4,327.94,372.99,1.15179269798006
"Cycling, <10 mph, leisure bicycling",236.1,281.5,326.4,371.12,1.80989161876255
"Cycling, <10 mph, leisure bicycling",235.99,281.43,327.43,372.87,0.32683175476269
"Cycling, <10 mph, leisure bicycling",236.99,281.0,327.41,371.05,1.74162090352417
"Cycling, <10 mph, leisure bicycling",236.23,280.06,326.13,371.39,1.57481528541231
"Cycling, <10 mph, leisure bicycling",236.56,281.84,326.91,371.07,1.72173508404894
"Cycling, <10 mph, leisure bicycling",236.58,280.49,327.22,372.07,0.83102969455967
"Cycling, <10 mph, leisure bicycling",235.97,280.85,326.31,372.6,1.59328122709475
"Cycling, <10 mph, leisure bicycling",236.66,280.23,327.88,371.68,0.86273342023053
"Cycling, <10 mph, leisure bicycling",235.56,280.93,326.86,371.69,0.65560712611237
"Cycling, <10 mph, leisure bicycling",236.07,280.13,326.46,372.1,1.32849605915191
"Cycling, <10 mph, leisure bicycling",236.18,281.14,327.52,371.72,-0.05745730907787
"Cycling, <10 mph, leisure bicycling",236.24,281.92,327.08,371.69,1.04188257160661
"Cycling, <10 mph, leisure bicycling",235.62,280.52,326.6,372.54,-0.0268535346829
"Cycling, <10 mph, leisure bicycling",236.91,280.93,326.3,372.59,1.58890636820939
"Cycling, <10 mph, leisure bicycling",235.25,281.22,327.94,372.29,1.24885473911982
"Cycling, <10 mph, leisure bicycling",236.62,280.41,326.7,372.97,0.77937553827315
"Cycling, <10 mph, leisure bicycling",236.49,280.59,326.2,371.87,1.39080459832106
"Cycling, <10 mph, leisure bicycling",235.64,281.35,327.19,371.65,0.93108943883095
"Cycling, <10 mph, leisure bicycling",236.88,281.62,326.56,371.48,1.10280505627782
"Cycling, <10 mph, leisure bicycling",236.75,280.97,326.39,372.67,0.5427894161595
"Cycling, <10 mph, leisure bicycling",236.91,280.78,326.87,372.02,0.65089882207062
"Cycling, <10 mph, leisure bicycling",236.57,281.52,326.4,371.8,1.56556698741042
"Cycling, <10 mph, leisure bicycling",236.07,281.54,326.45,371.4,-0.06464737996189
"Cycling, <10 mph, leisure bicycling",235.69,281.77,327.8,371.07,1.69103694331891
"Cycling, <10 mph, leisure bicycling",235.18,281.07,326.41,371.38,1.78331968894546
"Cycling, <10 mph, leisure bicycling",235.51,280.11,327.08,371.5,0.09708650253254
"Cycling, <10 mph, leisure bicycling",236.71,280.02,327.95,371.15,0.54895468996273
"Cycling, <10 mph, leisure bicycling",235.0,280.1,326.78,371.98,0.83928956799206
"Cycling, <10 mph, leisure bicycling",235.92,281.05,327.75,372.14,-0.0121330225158
"Cycling, <10 mph, leisure bicycling",236.79,281.25,326.71,371.95,1.53024493214819
"Cycling, <10 mph, leisure bicycling",235.37,280.48,326.04,372.83,0.58741154456061
"Cycling, <10 mph, leisure bicycling",235.68,281.66,326.82,372.41,-0.09727538840849
"Cycling, <10 mph, leisure bicycling",236.82,281.63,326.77,372.57,0.87082510409459
"Cycling, <10 mph, leisure bicycling",235.54,281.03,327.61,372.76,0.6129334392321
"Cycling, <10 mph, leisure bicycling",236.29,280.07,326.22,371.1,1.75657084472506
"Cycling, <10 mph, leisure bicycling",236.09,281.65,327.03,371.66,1.13062191465001
"Cycling, <10 mph, leisure bicycling",236.28,281.83,326.61,372.83,0.455073674357
"Cycling, <10 mph, leisure bicycling",235.04,280.67,327.4,371.19,0.29735863970918
"Cycling, <10 mph, leisure bicycling",236.83,280.53,327.57,371.39,0.74251511756342
"Cycling, <10 mph, leisure bicycling",235.11,281.1,327.4,371.07,0.94133401133408
"Cycling, <10 mph, leisure bicycling",235.96,281.99,327.13,371.05,0.47273054264399
"Cycling, <10 mph, leisure bicycling",235.22,281.84,326.97,372.43,0.77949503783787
"Cycling, <10 mph, leisure bicycling",235.49,281.54,326.36,372.31,0.44904580911955
"Cycling, <10 mph, leisure bicycling",235.71,281.57,326.9,372.98,0.16773135520034
"Cycling, <10 mph, leisure bicycling",236.89,281.52,327.43,372.76,0.27426484645783
"Cycling, <10 mph, leisure bicycling",235.24,280.09,326.46,372.25,0.84263958611097
"Cycling, <10 mph, leisure bicycling",236.77,281.82,326.9,371.24,1.23046596718384
"Cycling, <10 mph, leisure bicycling",236.85,280.36,326.45,372.48,0.69740722484165
"Cycling, <10 mph, leisure bicycling",236.14,280.35,327.22,371.02,-0.01777901192072
"Cycling, <10 mph, leisure bicycling",236.14,280.43,327.29,372.31,0.64752879969597
"Cycling, <10 mph, leisure bicycling",235.37,281.4,327.5,371.5,1.1563534864354
"Cycling, <10 mph, leisure bicycling",235.97,280.24,327.15,372.46,0.65233378028091
"Cycling, <10 mph, leisure bicycling",235.74,280.91,326.2,371.42,1.5143400137398
"Cycling, <10 mph, leisure bicycling",235.06,281.79,326.96,372.6,0.66240998644668
"Cycling, <10 mph, leisure bicycling",236.91,281.71,326.62,372.9,0.27124259875187
"Cycling, <10 mph, leisure bicycling",235.6,281.12,326.02,371.6,0.16295007412183
"Cycling, <10 mph, leisure bicycling",235.26,281.42,327.35,372.91,0.19035951918362
"Cycling, <10 mph, leisure bicycling",236.31,280.86,326.98,372.95,0.33492601873367
"Cycling, <10 mph, leisure bicycling",236.81,281.04,327.52,371.27,-0.17014261282193
"Cycling, <10 mph, leisure bicycling",236.37,281.25,326.72,371.89,1.51426878070355
"Cycling, <10 mph, leisure bicycling",235.0,280.32,326.73,371.72,-0.03297818850242
"Cycling, <10 mph, leisure bicycling",235.96,280.18,327.9,371.35,0.06429744245452
"Cycling, <10 mph, leisure bicycling",235.29,281.8,327.46,371.81,0.27353168904326
"Cycling, <10 mph, leisure bicycling",235.68,280.09,327.84,372.75,1.63517471872599
"Cycling, <10 mph, leisure bicycling",236.93,280.76,327.67,372.92,1.04315045264386
"Cycling, <10 mph, leisure bicycling",236.64,281.68,327.61,372.4,1.30075541479122
"Cycling, <10 mph, leisure bicycling",236.82,280.57,327.41,371.54,-0.10013828483686
"Cycling, <10 mph, leisure bicycling",235.74,281.22,326.59,372.67,0.90627404398816
"Cycling, <10 mph, leisure bicycling",235.89,281.42,326.24,371.13,0.40996190396653
"Cycling, <10 mph, leisure bicycling",235.57,281.04,327.04,372.47,0.82759764470784
"Cycling, <10 mph, leisure bicycling",236.0,280.23,326.59,372.34,1.35899762478159
"Cycling, <10 mph, leisure bicycling",235.38,281.97,326.94,372.67,0.12968387534692
"Cycling, <10 mph, leisure bicycling",236.07,281.24,327.11,372.3,-0.05668270211243
"Cycling, <10 mph, leisure bicycling",236.21,281.82,326.68,372.67,1.07878735960509
"Cycling, <10 mph, leisure bicycling",235.4,281.34,327.62,371.8,1.79884879135681
"Cycling, <10 mph, leisure bicycling",235.94,280.28,327.51,371.43,0.02131907019231
"Cycling, <10 mph, leisure bicycling",236.34,281.52,327.18,372.54,1.65566968483391
"Cycling, <10 mph, leisure bicycling",235.87,280.71,327.31,371.36,0.79019495151482
"Cycling, <10 mph, leisure bicycling",235.41,280.45,326.15,371.29,1.81157028072323
"Cycling, <10 mph, leisure bicycling",235.76,280.04,327.26,371.6,1.77936134716125
"Cycling, <10 mph, leisure bicycling",235.24,280.42,327.23,372.76,1.31719537201358
"Cycling, <10 mph, leisure bicycling",236.24,280.47,326.2,371.98,1.17079596224174
"Cycling, <10 mph, leisure bicycling",236.27,281.71,327.89,371.4,0.14443330259832
"Cycling, <10 mph, leisure bicycling",235.73,280.48,328.0,372.04,0.33150385741927
"Cycling, <10 mph, leisure bicycling",236.96,280.6,327.64,372.18,0.14661785035853
"Cycling, <10 mph, leisure bicycling",236.45,281.33,326.56,373.0,0.9935245877629
"Cycling, <10 mph, leisure bicycling",235.36,281.41,326.41,372.52,0.45363637078926
"Cycling, <10 mph, leisure bicycling",236.56,281.08,327.75,372.5,1.51486308464915
"Cycling, <10 mph, leisure bicycling",236.62,280.89,326.2,372.31,0.73140056799687
"Cycling, <10 mph, leisure bicycling",235.06,281.96,326.29,371.85,0.82536141027497
"Cycling, <10 mph, leisure bicycling",235.03,280.85,326.25,372.09,0.48397581640066
"Cycling, <10 mph, leisure bicycling",235.68,281.88,326.76,372.14,0.51348232882718
"Cycling, <10 mph, leisure bicycling",235.17,281.91,326.61,371.2,0.04016919716255
"Cycling, <10 mph, leisure bicycling",235.43,280.9,326.56,372.09,1.71293348664944
"Cycling, <10 mph, leisure bicycling",235.43,280.35,326.67,372.17,0.83266281706064
"Cycling, <10 mph, leisure bicycling",235.0,280.77,327.25,371.13,1.41745762058358
"Cycling, <10 mph, leisure bicycling",235.14,281.33,327.6,372.2,1.21059767266473
"Cycling, <10 mph, leisure bicycling",236.12,280.19,327.77,372.43,1.22044012015413
"Cycling, <10 mph, leisure bicycling",236.06,281.49,327.99,371.93,1.80491331486087
"Cycling, <10 mph, leisure bicycling",235.4,280.96,326.99,372.71,1.20982299241028
"Cycling, <10 mph, leisure bicycling",235.36,281.19,327.97,372.05,0.23207532889869
"Cycling, <10 mph, leisure bicycling",235.04,281.33,327.07,372.5,1.54807942760414
"Cycling, <10 mph, leisure bicycling",235.63,280.38,326.55,372.51,1.21390595280408
"Cycling, <10 mph, leisure bicycling",235.34,281.07,327.64,371.73,1.59935892668633
"Cycling, <10 mph, leisure bicycling",235.33,280.2,327.49,372.75,0.52206861853324
"Cycling, <10 mph, leisure bicycling",236.25,281.41,327.35,372.31,1.00154298939535
"Cycling, <10 mph, leisure bicycling",235.44,281.0,327.49,371.08,0.78477163860626
"Cycling, <10 mph, leisure bicycling",236.89,281.9,327.59,372.82,0.06887166257108
"Cycling, <10 mph, leisure bicycling",236.78,281.78,327.25,372.79,1.80683105442573
"Cycling, <10 mph, leisure bicycling",236.39,281.35,327.95,371.98,0.5963269118429
"Cycling, >20 mph, racing",944.0,1126.0,1308.0,1489.0,3.29497352835821
"Cycling, >20 mph, racing",944.73,1126.55,1307.61,1488.87,3.86033124275624
"Cycling, >20 mph, racing",944.78,1125.63,1307.18,1489.54,4.22513027589143
"Cycling, >20 mph, racing",943.4,1126.5,1307.42,1489.57,2.78965599719056
"Cycling, >20 mph, racing",943.86,1125.21,1308.45,1489.72,3.05313655228989
"Cycling, >20 mph, racing",944.28,1125.59,1308.23,1488.25,3.24760455701282
"Cycling, >20 mph, racing",943.41,1125.99,1307.64,1489.66,2.77434043024745
"Cycling, >20 mph, racing",943.13,1125.45,1308.13,1489.19,3.83612481134111
"Cycling, >20 mph, racing",943.99,1126.18,1308.83,1489.11,3.91008177502441
"Cycling, >20 mph, racing",944.03,1125.51,1307.37,1489.06,4.16302210910214
"Cycling, >20 mph, racing",943.37,1125.77,1308.22,1489.0,2.52449961514615
"Cycling, >20 mph, racing",944.78,1125.9,1307.5,1488.78,2.9160031897803
"Cycling, >20 mph, racing",944.74,1125.66,1307.08,1489.04,2.89914500582978
"Cycling, >20 mph, racing",943.24,1126.62,1308.76,1488.25,3.98528853077129
"Cycling, >20 mph, racing",943.87,1126.15,1307.1,1488.67,3.41570924785203
"Cycling, >20 mph, racing",943.81,1125.22,1308.53,1489.24,4.12688006253878
"Cycling, >20 mph, racing",943.6,1126.83,1308.3,1488.33,2.55807257217978
"Cycling, >20 mph, racing",943.46,1125.53,1307.37,1488.42,3.08210801128644
"Cycling, >20 mph, racing",943.27,1125.98,1307.39,1489.7,3.63042072486292
"Cycling, >20 mph, racing",944.65,1125.7,1308.94,1489.38,4.1880562436016
"Cycling, >20 mph, racing",944.88,1125.98,1308.59,1489.02,3.40445810666124
"Cycling, >20 mph, racing",944.92,1125.6,1307.07,1489.91,3.95047126708057
"Cycling, >20 mph, racing",943.43,1125.75,1307.06,1489.18,2.83789374535636
"Cycling, >20 mph, racing",944.19,1126.89,1308.1,1488.13,3.46847292172923
"Cycling, >20 mph, racing",944.14,1126.77,1308.56,1488.33,4.14981343689152
"Cycling, >20 mph, racing",944.17,1126.16,1307.49,1489.02,3.01101423367363
"Cycling, >20 mph, racing",943.5,1126.66,1307.34,1489.43,2.60204755039951
"Cycling, >20 mph, racing",943.04,1125.13,1308.03,1489.09,3.55829296786362
"Cycling, >20 mph, racing",943.81,1125.46,1307.32,1489.74,3.49137866840457
"Cycling, >20 mph, racing",944.39,1126.96,1308.0,1488.82,3.33327591445723
"Cycling, >20 mph, racing",943.34,1125.56,1308.23,1489.31,2.44506974429789
"Cycling, >20 mph, racing",944.23,1126.18,1307.98,1488.97,2.32521404523156
"Cycling, >20 mph, racing",944.18,1126.93,1307.37,1488.69,4.25068980283567
"Cycling, >20 mph, racing",943.17,1126.59,1308.13,1489.98,2.62932047163612
"Cycling, >20 mph, racing",944.97,1125.24,1307.09,1488.52,3.13200463107784
"Cycling, >20 mph, racing",944.22,1126.8,1307.25,1488.58,3.89306495063215
"Cycling, >20 mph, racing",944.91,1125.89,1308.79,1489.82,2.51741312817566
"Cycling, >20 mph, racing",944.24,1126.86,1308.43,1488.0,2.35131364316099
"Cycling, >20 mph, racing",943.45,1125.07,1307.99,1489.25,4.24278683843721
"Cycling, >20 mph, racing",944.68,1125.9,1307.51,1489.96,2.6827230814188
"Cycling, >20 mph, racing",943.76,1125.96,1308.31,1488.81,3.38498023836881
"Cycling, >20 mph, racing",944.13,1126.56,1307.6,1488.19,3.2154392892378
"Cycling, >20 mph, racing",943.55,1126.32,1308.78,1488.2,3.48279755951749
"Cycling, >20 mph, racing",943.3,1126.96,1308.47,1488.73,3.12672987599583
"Cycling, >20 mph, racing",943.98,1126.7,1308.49,1489.45,2.55174094992086
"Cycling, >20 mph, racing",944.99,1125.59,1308.29,1489.28,3.80887486532828
"Cycling, >20 mph, racing",943.46,1126.97,1307.36,1490.0,3.48388563129734
"Cycling, >20 mph, racing",944.93,1126.38,1307.71,1489.65,4.02682564664862
"Cycling, >20 mph, racing",943.39,1125.72,1307.22,1488.33,2.7983407525778
"Cycling, >20 mph, racing",943.93,1125.2,1308.76,1488.85,2.33491357390053
